"","area","mean","year"
"725","east_canada","33.339072920947","2015"
"825","west_canada","34.0688344958236","2015"
"mean26","full","34.0687271130555","2016"
"136","Boreal","36.1039095568678","2016"
"236","Tundra","30.3071319869376","2016"
"1126","siberia_tundra","35.6427654164018","2016"
"2126","east_siberia","36.9963181912466","2016"
"326","west_siberia","39.1717679957389","2016"
"426","fenno","33.6268793173507","2016"
"526","alaska","31.0619973875958","2016"
"626","canada_tundra","23.862543908301","2016"
"726","east_canada","33.8591022115456","2016"
"826","west_canada","34.1893693131261","2016"
